Title,Author,Genre,Pages,Year,Downloads,Rating
The Art of Money Getting,"
P. T. Barnum
",Reference,87,,"29,659",4.5
Robert's Rules of Order ,"
Henry M. Robert
",Reference,123,1876,"36,483",5
One Thousand Secrets of Wise and Rich Men Revealed,"
C. A. Bogardus
",Reference,224,1898,"20,408",0
Cozy Mysteries Cookbook,"
Hope Callaghan
",Reference,354,2017,"3,401",5
Criminal Psychology,"
Hans Gross
",Reference,740,1910,"56,535",0
Business Hints for Men and Women,"
Alfred Rochefort Calhoun
",Reference,151,,"19,757",0
A Manual of the Operations of Surgery,"
Joseph Bell
",Reference,280,1883,"11,652",5
The Age of Fable,"
Thomas Bulfinch
",Reference,400,1855,"13,156",5
Book of Wise Sayings,"
W. A. Clouston
",Reference,172,1893,"23,728",5
"10,000 Dreams Interpreted","
Gustavus Hindman Miller
",Reference,609,1909,"56,123",3.6666666666667
Roget's Thesaurus,,Reference,1740,1911,"18,783",5
Book of Etiquette,"
Lillian Eichler
",Reference,118,1921,"19,535",3
Chess and Checkers: The Way to Mastership,"
Edward Lasker
",Reference,323,1922,"15,256",3.3333333333333
The Hacker's Dictionary,,Reference,493,1992,"37,482",3.7142857142857
Chess Strategy,"
Edward Lasker
",Reference,308,1915,"22,641",3
The 2008 CIA World Factbook,"
United States. Central Intelligence Agency
",Reference,1,2008,"38,013",0
The Devil's Dictionary,"
Ambrose Bierce
",Reference,442,1906,"17,254",4.5
Bulfinch's Mythology,"
Thomas Bulfinch
",Reference,376,1880,"14,599",5
Japanese Fairy Tales,"
Yei Theodora Ozaki
",Reference,187,1908,"14,663",3
The Book of Household Management,"
Isabella Mary Beeton
",Reference,1602,1861,"12,846",5
Etiquette,"
Emily Post
",Reference,656,1922,"67,251",5
Out of the Deep,"
Charles Kingsley
",Religion,66,1880,829,0
The Annals of the Poor,"
Legh Richmond
",Religion,,1900,818,0
The Wentworth Letter,"
Joseph Smith
",Religion,,1842,813,5
Broken Bread,"
Thomas Champness
",Religion,,1888,815,0
The Bible,"
Anonymous
",Religion,15,,"46,790",3.6666666666667
Meditations,"
Emperor of Rome Marcus Aurelius
",Religion,254,180,"72,588",4.5
Aunt Madge's Story,"
Sophie May
",Religion,,1874,814,0
The Antiquities of the Jews,"
Flavius Josephus
",Religion,1152,93,"24,185",0
John Knox,"
William Mackergo Taylor
",Religion,148,1885,812,0
Sumerian Liturgies and Psalms,"
Stephen Langdon
",Religion,,1919,821,0
Secret Chambers and Hiding Places,"
Allan Fea
",Religion,,,815,0
Questionable Amusements and Worthy Substitutes,"
J. M. Judy
",Religion,,1904,824,0
The King James Bible,"
Various Authors
",Religion,1,,"22,506",4
The Antichrist,"
Friedrich Wilhelm Nietzsche
",Religion,97,1918,"33,554",4.3333333333333
Fourteen Lessons in Yogi Philosophy and Oriental Occultism,"
Yogi Ramacharaka
",Religion,160,1903,"19,989",5
The Apology of the Church of England,"
John Jewel
",Religion,,1888,823,0
Worlds Unseen,"
Rachel Starr Thomson
",Religion,251,2010,"22,899",4.6666666666667
The Bishop's Apron,"
W. Somerset Maugham
",Religion,182,1906,"42,108",0
The Bhagavad-Gita,,Religion,92,,"74,863",5
Scarabs,"
Isaac Myer
",Religion,95,1894,822,0
The Imitation of Christ,"
Thomas À Kempis
",Religion,162,,"30,213",4.8333333333333
'Jesus Himself',"
Andrew Murray
",Religion,30,1893,"34,101",5
The Pilgrim's Progress,"
John Bunyan
",Religion,149,1678,"72,181",4.125
The Age of Reason,"
D. J. Medley
",Religion,209,1796,"120,476",3.5714285714286
The Education of Catholic Girls,"
Janet Erskine Stuart
",Religion,182,1914,824,0
Autobiography of a Yogi,"
Paramahansa Yogananda
",Religion,579,1946,"100,047",4.6153846153846
Lourdes,"
Robert Hugh Benson
",Religion,60,1914,827,0
The Scarlet Letter,"
Nathaniel Hawthorne
",Religion,205,1850,"55,126",4
The Analects of Confucius,"
Confucius
",Religion,73,,"90,591",2.6666666666667
Sanctification,"
J. W. Byers
",Religion,0,1902,829,0
Sowing and Reaping,"
Dwight L. Moody
",Religion,84,1896,"35,032",0
Tancred,"
Earl of Beaconsfield Disraeli Benjamin
",Religion,,,814,0
Tao Te King (Dao 'h Ching),"
Lao Tzu
",Religion,42,,"36,664",4.6666666666667
A Princess in Calico,"
Edith Ferguson Black
",Religion,,1904,824,0
The Boy and the Sunday School,"
John L. Alexander
",Religion,,1913,823,0
Pax Vobiscum ,"
Henry Drummond
",Religion,,1890,822,0
Loss Of Reason,"
Miles A. Maxwell
",Religion,242,2015,"12,087",4
Hymns and Hymnwriters of Denmark,"
Jens Christian Aaberg
",Religion,157,1945,"36,526",0
"Arthur Hamilton, and His Dog","
Anonymous
",Religion,,1851,818,1
Siddhartha,"
Herman Hesse
",Religion,108,1922,"111,570",4.2857142857143
Humility,"
Andrew Murray
",Religion,54,1895,"27,811",5
The Isles of Sunset,"
Arthur Christopher Benson
",Religion,,1908,819,0
Breadcrumbs: A Collection of Spiritual and Philosophical Essays,"
Francis J. Shaw
",Religion,75,2017,"1,973",2
"Samlede Værker, Tredie Bind","
Jeppe Aakjær
",Religion,356,1918,"184,860",0
Mysterio do Natal,"
Henrique Coelho Netto
",Religion,,1911,819,0
The Testimony of the Rocks,"
Hugh Miller
",Religion,,1857,830,0
The Kingdom of God Is Within You,"
Leo Nikoleyevich Tolstoy
",Religion,663,1894,"31,286",5
"The Pulpit Of The Reformation, Nos. 1, 2, 3 and 4.","
Hugh Latimer
John Knox
John Welch
",Religion,0,1834,828,0
About the Holy Bible,"
Robert Green Ingersoll
",Religion,44,1894,"25,084",3.0769230769231
"The Life of Blessed John B. Marie Vianney, Curé of Ars","
Anonymous
",Religion,,1910,808,0
The Young Step-Mother,"
Charlotte Mary Yonge
",Romance,,1861,"1,071",0
The Love Letters of Mary Wollstonecraft to Gilbert Imlay,"
Mary Wollstonecraft
",Romance,152,1908,"1,070",0
Healing Her Heart,"
Laura Scott
",Romance,57,2013,"181,772",4.4285714285714
Via Crucis,"
F. Marion Crawford
",Romance,277,1899,"1,071",3
Don Quijote,"
Miguel de Cervantes Saavedra
",Romance,918,1615,"66,846",4.0588235294118
The After House,"
Mary Roberts Rinehart
",Romance,164,1914,"42,960",3.6363636363636
Fill Me,"
Michelle Hazen
",Romance,52,2022,"3,296",0
A Pair of Patient Lovers,"
William Dean Howells
",Romance,192,1901,"1,072",5
Fast as the Wind,"
Nat Gould
",Romance,172,1918,"69,783",0
Beneath the Fallen City,"
Jamie A. Waters
",Romance,376,2018,"2,226",0
Love for a Deaf Rebel,"
Derrick King
",Romance,196,2021,"2,992",0
Taking Chances,"
Ann Omasta
",Romance,164,2014,"84,453",4.6363636363636
'Tween Snow and Fire,"
Bertram Mitford
",Romance,323,1892,"84,336",0
Starstruck: The Moon and the Stars #1 (Werewolf Shifter Romance),"
Mac Flynn
",Romance,185,2019,"1,074",5
Eric,"
Jody Kaye
",Romance,219,2016,"3,231",0
"Le Morte D'Arthur, vol 1","
Sir Malory Thomas
",Romance,495,1470,"177,997",1
Emma,"
Jane Austen
",Romance,380,1815,"264,688",3.7
Making People Happy,"
Thompson Buchanan
",Romance,160,1911,"1,076",2
The Woman in White,"
Wilkie Collins
",Romance,615,1860,"67,266",4.1739130434783
Persuasion,"
Jane Austen
",Romance,150,1818,"130,903",4.8333333333333
Mademoiselle At Arms,"
Elizabeth Bailey
",Romance,189,2012,"69,760",4.25
La Duchesse de Palliano,"
Marie-Henri Beyle
",Romance,,1885,"1,077",0
Fly Away Home,"
Dave Cenker
",Romance,114,2019,"7,589",4
The Light of the Star,"
Hamlin Garland
",Romance,,1904,"1,066",0
All For Love,"
John Dryden
",Romance,95,1677,"47,835",4.5
Pride and Prejudice,"
Jane Austen
",Romance,311,1813,"351,158",4.5681818181818
Paws off the Boss,"
Casey Griffin
",Romance,356,2021,"5,352",0
Don Quixote,"
Miguel de Cervantes Saavedra
",Romance,1026,1615,"100,886",3.9375
The Unveiling,"
Tamara Leigh
",Romance,252,2013,"173,169",3.9411764705882
The Phantom of the Opera,"
Gaston Leroux
",Romance,254,1911,"60,781",4.5833333333333
Lady Baltimore,"
Owen Wister
",Romance,,,"1,064",0
The Demon Girl,"
Penelope Fletcher
",Romance,208,2010,"66,422",4.0277777777778
A quoi tient l'amour?,"
Emile Blémont
",Romance,,1903,"1,077",0
If Not For The Knight,"
Debbie Boek
",Romance,254,2017,"3,151",0
Wuthering Heights,"
Emily Brontë
",Romance,300,1847,"132,044",4.0909090909091
A Tame Surrender,"
Charles King
",Romance,166,1895,"1,074",0
The Yoke,"
Elizabeth Miller
",Romance,501,1904,"1,058",0
The Princess de Montpensier,"
Madame de Lafayette
",Romance,31,1662,"1,072",0
Anna Karenina,"
graf Tolstoy Leo
",Romance,761,1875,"85,097",4.875
Unforgettable,"
Linda Barrett
",Romance,204,2021,"2,169",0
Searching for Anna,"
Jenifer Carll-Tong
",Romance,186,2019,"3,149",5
"The Necklace - The Dusky Club, June 1962","
Linda S Rice
",Romance,293,2014,"1,384",0
The Devil's Garden,"
W. B. Maxwell
",Romance,,1914,"1,068",0
Raison et Sensibilité (tome troisième),"
Jane Austen
",Romance,,1815,"1,059",0
'Smiles',"
Eliot H. Robinson
",Romance,264,1919,"49,901",4.6
Anthem,"
Ayn Rand
",Romance,70,1938,"66,832",3.8461538461538
Saturday's Child,"
Kathleen Thompson Norris
",Romance,458,1914,"1,063",0
Sense and Sensibility,"
Jane Austen
",Romance,304,1811,"42,122",3.5714285714286
The Jucklins,"
Opie Percival Read
",Romance,,1896,"1,067",5
When We Let Go,"
Delancey Stewart
",Romance,280,2018,"4,423",0
The Princess Galva,"
David Whitelaw
",Romance,192,1911,"1,069",5
Chosen,"
Christine Pope
",Romance,382,2015,"2,492",0
Salthaven,"
W. W. Jacobs
",Romance,,1908,"1,078",5
From the Car Behind,"
Eleanor M. Ingram
",Romance,,1911,"1,059",3
The Age of Innocence,"
Edith Wharton
",Romance,282,1920,"54,836",4.25
The Giant's Strength,"
Basil King
",Romance,,1907,"1,059",0
Jane Eyre,"
Charlotte Brontë
",Romance,497,1847,"88,468",4.5294117647059
North of Fifty-Three,"
Bertrand W. Sinclair
",Romance,239,1914,"1,073",0
Raison et Sensibilité (tome second),"
Jane Austen
",Romance,,1815,"1,061",0
Vanguards of the Plains,"
Margaret Hill McCarter
",Romance,277,1917,"1,060",0
The Man Who Was Thursday,"
G. K. Chesterton
",Satire,147,1907,"18,537",4.25
Candide,"
Voltaire
",Satire,98,1759,"24,926",3
The Way We Live Now,"
Anthony Trollope
",Satire,891,1875,"14,099",5
Entire Gutenberg Twain Texts,"
Mark Twain
",Satire,1,,"9,971",0
An Unsocial Socialist,"
George Bernard Shaw
",Satire,225,1883,"10,481",4
"The $30,000 Bequest","
Mark Twain
",Satire,510,1906,"192,261",3.5
1601,"
Mark Twain
",Satire,42,1880,"8,977",4.5
The Adventures of Huckleberry Finn,"
Mark Twain
",Satire,304,1884,"43,094",5
The Cyberpunk Fakebook,"
St. Jude and R. U. Sirius
",Satire,26,,"9,276",3
The Social Cancer,"
José Rizal
",Satire,592,1887,"12,474",5
Our Mutual Friend,"
Charles Dickens
",Satire,818,1865,"11,679",0
The Innocents Abroad,"
Mark Twain
",Satire,520,1869,"9,935",5
The First Men in the Moon,"
H. G. Wells
",Satire,194,1901,"12,927",3.5
Vanity Fair,"
William Makepeace Thackeray
",Satire,711,1848,"28,810",4.3333333333333
"'Oh, Well, You Know How Women Are!' AND 'Isn't That Just Like a Man!'","
Irvin S. Cobb
Mary Roberts Rinehart
",Satire,39,1920,"50,688",4
Crome Yellow,"
Aldous Huxley
",Satire,164,1921,"8,795",3.75
Dead Souls,"
Nikolai Vasilevich Gogol
",Satire,334,1842,"9,371",4
El paraiso de las mujeres,"
Vicente Blasco Ibáñez
",Satire,273,1922,"8,210",0
The Devil's Dictionary,"
Ambrose Bierce
",Satire,442,1906,"17,254",4.5
Foresight (and Other Stories),"
Brant von Goble
",Satire,135,2018,530,0
H. R.,"
Edwin Lefevre
",Satire,283,1915,"24,322",0
Three Men in a Boat,"
Jerome K. Jerome
",Satire,181,1889,"78,207",4.8
Gulliver's Travels,"
Jonathan Swift
",Satire,,1726,"49,199",4.5
"Personal Recollections of Joan of Arc, vol 1","
Mark Twain
",Satire,208,1896,"8,298",0
A Connecticut Yankee in King Arthur's Court,"
Mark Twain
",Satire,352,1889,"24,916",4.8
Diet and Health,"
Lulu Hunt Peters
",Science,99,1918,"14,126",5
An Elementary Study of Chemistry,"
William McPherson
William Edwards Henderson
",Science,427,1905,"25,797",3
Mostly Dark,"
Miranda Kate
",Science,84,2018,"2,537",0
Aesthetic as Science of Expression and General Linguistic,"
Benedetto Croce
",Science,259,1909,"16,719",5
The Age of Invention,"
Holland Thompson
",Science,141,1921,"22,577",4.5
Criminal Psychology,"
Hans Gross
",Science,740,1910,"56,535",0
The Expression of Emotion in Man and Animals,"
Charles Darwin
",Science,0,1899,"11,757",0
Hurst,"
Robin Crumby
",Science,396,2016,"3,085",0
The Foundations of Personality,"
Abraham Myerson
",Science,277,,"12,110",1
Ice Crown,"
Kay L. Moody
",Science,142,2019,"3,001",0
A Course of Pure Mathematics,"
G. H. Hardy
",Science,0,1921,"13,775",1
ABC's of Science,"
Charles Oliver
",Science,25,,"61,924",2
Rev's Odyssey,"
R. R. Kaufman
",Science,349,2021,859,0
Becoming Bader,"
T.K. Eldridge
",Science,65,2022,"2,919",0
The Crowd,"
Gustave le Bon
",Science,330,1897,"28,625",3
Fireplay,"
Steve P. Vincent
",Science,51,2017,"1,525",0
The Descent of Man,"
Charles Darwin
",Science,776,1871,"15,918",0
AL Clark,"
Jonathan G. Meyer
",Science,284,2014,"4,007",4.5
Relativity - The Special and General Theory,"
Albert Einstein
",Science,97,1916,"47,410",3
Unforgettable,"
Linda Barrett
",Science,204,2021,"2,169",0
General Science,"
Bertha May Clark
",Science,288,1912,"12,088",3
The Reluctant Coroner,"
Paul Austin Ardoin
",Science,346,2018,"3,712",0
Chicken Culprit,"
Vikki Walton
",Science,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Science,280,2018,"4,423",0
"Alcohol: A Dangerous and Unnecessary Medicine, How and Why","
Martha Meir Allen
",Science,385,1900,"18,465",4
Amusements in Mathematics,"
Henry Ernest Dudeney
",Science,526,,"28,586",4.5
The Einstein Theory of Relativity,"
H. A. Lorentz
",Science,31,1919,"16,548",5
Popular scientific lectures,"
Ernst Mach
",Science,303,1898,"21,624",0
Chosen,"
Christine Pope
",Science,382,2015,"2,492",0
The Advance of Science in the Last Half-Century,"
Thomas Henry Huxley
",Science,66,1889,"17,048",0
Decline of Science in England,"
Charles Babbage
",Science,304,1830,"13,357",0
On the Origin of Species,"
Charles Darwin
",Science,360,1859,"78,334",4
The Autobiography of Charles Darwin,"
Charles Darwin
",Science,58,1887,"16,749",0
"Fabre, Poet of Science","
G. V. Legros
",Science,202,1911,"11,796",0
The Chemistry of Food and Nutrition,"
A. W. Duncan
",Science,76,1905,"23,926",4
"Creierul, O Enigma Descifrata","
Dorin T. Moisa
",Science,0,2004,"11,093",4
The Shining Cow,"
Alex James
",Science Fiction,,1957,"1,187",2
Ascension,"
Daniel Weisbeck
",Science Fiction,60,2021,"1,388",0
Accidental Death,"
Peter Baily
",Science Fiction,23,1959,"28,001",3.3333333333333
The Most Sentimental Man,"
Evelyn E. Smith
",Science Fiction,,1957,"1,181",2
Love in an Undead Age,"
A.M. Geever
",Science Fiction,454,2019,"2,311",0
Silver's Gods,"
Rich X Curtis
",Science Fiction,338,2020,"3,311",0
Rich Living,"
Michael Cathal
",Science Fiction,,1955,"1,186",4
The Tower of Oblivion,"
Oliver Onions
",Science Fiction,,1921,"1,181",0
A Fine Fix,"
Ray C. Noll
",Science Fiction,,1955,"1,205",3.6666666666667
The Strange Case of Dr. Jekyll and Mr. Hyde,"
Robert Louis Stevenson
",Science Fiction,77,1886,"35,819",4.5555555555556
Stamped Caution,"
Raymond Z. Gallun
",Science Fiction,,1953,"1,202",4
After the Cure,"
Deirdre Gould
",Science Fiction,251,2013,"49,971",4.8333333333333
A Princess of Mars,"
Edgar Rice Burroughs
",Science Fiction,176,1912,"53,761",4.4347826086957
The Machine Stops,"
E. M. Forster
",Science Fiction,36,1909,"52,699",4.3448275862069
Hurst,"
Robin Crumby
",Science Fiction,396,2016,"3,085",0
"20,000 Leagues Under the Sea","
Jules Verne
",Science Fiction,296,1870,"231,052",3.8936170212766
The Mysterious Island,"
Jules Verne
",Science Fiction,492,1874,"70,242",4.8333333333333
The Outbreak of Peace,"
Horace Bowne Fyfe
",Science Fiction,,1961,"1,211",2
Quink,"
H. Courreges LeBlanc
",Science Fiction,,2002,"1,211",4
"Goodbye, Dead Man!","
Tom W. Harris
",Science Fiction,,1958,"1,190",2.5
Webley and The World Machine,"
Zachary Chopchinski
",Science Fiction,400,2018,"1,968",5
New Apples in the Garden,"
Kris Ottman Neville
",Science Fiction,,1963,"1,169",5
Big Stupe,"
Charles V. De Vet
",Science Fiction,0,1955,"1,204",2
Picnic,"
Scott Carpenter
",Science Fiction,14,2006,"1,201",3
Thompson's Cat,"
Robert Moore Williams
",Science Fiction,23,1952,"1,179",3
2 B R O 2 B,"
Kurt Vonnegut
",Science Fiction,24,1962,"30,596",4.3846153846154
A Journey to the Centre of the Earth,"
Jules Verne
",Science Fiction,274,1871,"52,645",4.8
Rautakorko,"
Jack London
",Science Fiction,251,1921,"1,209",0
Titan's Plague: The Trial,"
Tom Briggs
",Science Fiction,203,2018,"2,362",3.5
Spillthrough,"
Daniel F. Galouye
",Science Fiction,,1953,"1,200",4
The Time Machine,"
H. G. Wells
",Science Fiction,78,1895,"107,148",4.2307692307692
Master of the Moondog,"
Stanley Mullen
",Science Fiction,47,1952,"1,194",3.5
The Boy Who Fell from the Sky,"
Jule Owen
",Science Fiction,255,2015,"3,153",5
Project Hush,"
Philip Klass
",Science Fiction,,1954,"1,180",3
Brightside,"
Mark Tullius
",Science Fiction,256,2013,"1,259",0
AL Clark,"
Jonathan G. Meyer
",Science Fiction,284,2014,"4,007",4.5
Blindsight,"
Peter Watts
",Science Fiction,0,2006,"31,227",4.1428571428571
The Reluctant Weapon,"
Howard L. Myers
",Science Fiction,,1952,"1,186",4
Garth and the Visitor,"
Joseph Wesley
",Science Fiction,,1958,"1,189",2.6666666666667
The Emancipatrix,"
Homer Eon Flint
",Science Fiction,111,1921,"1,201",0
Almuric,"
Robert E. Howard
",Science Fiction,236,1939,"28,487",3.8571428571429
For the Win,"
Cory Doctorow
",Science Fiction,471,2010,"27,341",3
Alien Pets,"
Trisha McNary
",Science Fiction,150,2014,"2,193",4.75
The Lord of the Sea,"
Matthew Phipps Shiel
",Science Fiction,251,1901,"1,207",4
Loss Of Reason,"
Miles A. Maxwell
",Science Fiction,242,2015,"12,087",4
Anthem,"
Ayn Rand
",Science Fiction,70,1938,"66,832",3.8461538461538
Jimsy and the Monsters,"
Walter J. Sheldon
",Science Fiction,,1954,"1,191",3
The Invisible Man,"
H. G. Wells
",Science Fiction,145,1897,"103,158",3.8421052631579
...After a Few Words...,"
Randall Garrett
",Science Fiction,24,1962,"24,764",4.3333333333333
Recruit,"
Jonathan Brazee
",Science Fiction,215,2014,"2,918",5
The One and the Many,"
Stephen Marlowe
",Science Fiction,,1952,"1,180",3
The Gods of Mars,"
Edgar Rice Burroughs
",Science Fiction,227,1918,"26,448",5
The War of the Worlds,"
H. G. Wells
",Science Fiction,147,1898,"77,541",4.8823529411765
The Island of Doctor Moreau,"
H. G. Wells
",Science Fiction,117,1896,"31,914",4.5555555555556
Accelerando,"
Charles Stross
",Science Fiction,819,2005,"47,078",4.6363636363636
Agent to the Stars,"
John Scalzi
",Science Fiction,308,1999,"42,119",4.25
The Aliens,"
Murray Leinster
",Science Fiction,58,1959,"26,551",4.1666666666667
A Connecticut Yankee in King Arthur's Court,"
Mark Twain
",Science Fiction,352,1889,"24,916",4.8
My Fair Planet,"
Evelyn E. Smith
",Science Fiction,,1958,"1,201",4
"''And That's How It Was, Officer''","
Ralph Sholto
",Science Fiction,43,1952,"31,313",4
Clarimonde,"
Théophile Gautier
",Sexuality,35,1908,"52,233",4
Winter Trials (Northern Witch #1),"
K.S. Marsden
",Sexuality,89,2016,"6,868",5
A World Apart,"
Sam Merwin
",Short Story,28,1954,"1,304",4.5
The Most Dangerous Game,"
Richard Connell
",Short Story,24,1924,"32,904",4
Accidental Death,"
Peter Baily
",Short Story,23,1959,"28,001",3.3333333333333
Reel Life Films,"
Sam Merwin
",Short Story,23,1954,"1,296",1
Student Body,"
Floyd L. Wallace
",Short Story,0,1953,"1,290",5
Ixion In Heaven,"
Earl of Beaconsfield Disraeli Benjamin
",Short Story,,,"1,285",0
The Adventure of the Bruce-Partington Plans,"
Arthur Conan Doyle
",Short Story,39,1912,"25,018",3.5
Death Comes But Twice,"
Mary Robinette Kowal
",Short Story,8,2007,"1,295",4
The Adventure of the Cardboard Box,"
Arthur Conan Doyle
",Short Story,27,1917,"47,797",4
Half-Hours with Great Story-Tellers,,Short Story,,1891,"1,285",0
Ranger Style,"
J. Allan Dunn
",Short Story,0,1928,"1,303",0
The Yellow Wallpaper,"
Charlotte Perkins Gilman
",Short Story,24,1899,"39,338",5
Beauty and the Beast,"
Anonymous
",Short Story,40,,"30,745",4.5
Eve's Diary,"
Mark Twain
",Short Story,36,,"43,002",4.6
"The $30,000 Bequest","
Mark Twain
",Short Story,510,1906,"192,261",3.5
The Machine Stops,"
E. M. Forster
",Short Story,36,1909,"52,699",4.3448275862069
Shimmer,"
Claudette Melanson
",Short Story,10,2014,"1,691",5
Collected Works of Poe,"
Edgar Allan Poe
",Short Story,224,,"30,699",0
The Curious Case of Benjamin Button,"
F. Scott Fitzgerald
",Short Story,33,1922,"80,113",3.875
Sinister Paradise,"
Robert Moore Williams
",Short Story,,1952,"1,298",0
The Last American,"
John Ames Mitchell
",Short Story,,1889,"1,285",2
Lion Loose,"
James H. Schmitz
",Short Story,74,1961,"1,299",3.5
Smothered in Corpses,"
Ernest Bramah
",Short Story,23,1912,"1,298",3
The Adventure of the Dying Detective,"
Arthur Conan Doyle
",Short Story,26,1917,"32,596",4.3333333333333
The Adventure of the Devil's Foot,"
Arthur Conan Doyle
",Short Story,33,1917,"23,697",4
2 B R O 2 B,"
Kurt Vonnegut
",Short Story,24,1962,"30,596",4.3846153846154
"Soldier, Sailor","
Lewis Shiner
",Short Story,13,1976,"1,301",0
Becoming Bader,"
T.K. Eldridge
",Short Story,65,2022,"2,919",0
For Every Man A Reason,"
Patrick Wilkins
",Short Story,0,1954,"1,294",2.5
The Merchants of Venus,"
A. H. Phelps
",Short Story,23,1954,"1,295",2
Noble Redman,"
J. F. Bone
",Short Story,0,1960,"1,295",2.5
Clarimonde,"
Théophile Gautier
",Short Story,35,1908,"52,233",4
Tragedy Trail,"
Harrington Strong
",Short Story,0,1919,"1,298",0
"On Picket Duty, and Other Tales","
Louisa May Alcott
",Short Story,78,1891,"1,291",0
The Way of the Bow,"
Paulo Coelho
",Short Story,26,2008,"26,830",4.6
Drive,"
H.S. Stone
",Short Story,20,2013,388,0
Healthy or Else,"
A. B. R.
",Short Story,19,2010,"26,606",3.5
Martian V.F.W.,"
G. L. Vandenburg
",Short Story,23,1959,"1,303",1
International Short Stories,,Short Story,,1910,"1,284",0
Brown John's Body,"
Winston K. Marks
",Short Story,0,1955,"1,301",5
Zoltan,"
Lyndon Hardy
",Short Story,71,2019,"1,100",0
A Mother's Love,"
Sean Deville
",Short Story,29,2019,"2,142",3.3333333333333
Winter Trials (Northern Witch #1),"
K.S. Marsden
",Short Story,89,2016,"6,868",5
Fledermäuse,"
Gustav Meyrink
",Short Story,123,1916,"1,303",0
The Call of Cthulhu,"
H. P. Lovecraft
",Short Story,28,1926,"212,005",4
...After a Few Words...,"
Randall Garrett
",Short Story,24,1962,"24,764",4.3333333333333
Bred In The Bone,"
Thomas Nelson Page
",Short Story,,1891,"1,290",0
Advanced Chemistry,"
Jack G. Huekels
",Short Story,22,1956,"22,727",4.6666666666667
Charley de Milo,"
Laurence M. Janifer
",Short Story,,1959,"1,291",4
Dubliners,"
James Joyce
",Short Story,0,1914,"26,127",4.6666666666667
Heartknocks,"
Dan Nimak
",Short Story,39,2018,671,5
The Aliens,"
Murray Leinster
",Short Story,58,1959,"26,551",4.1666666666667
The Front Yard and other Italian stories,"
Constance Fenimore Woolson
",Short Story,190,1894,"27,873",0
Fly By Night,"
Arthur Dekker Savage
",Short Story,24,1954,"1,300",2
"''And That's How It Was, Officer''","
Ralph Sholto
",Short Story,43,1952,"31,313",4
The Novice Ghost Hunter,"
Martin J. Best
",Short Story,54,2016,651,4
The Best American Humorous Short Stories,,Short Story Collection,282,1915,"21,799",2.7142857142857
Melomaniacs,"
James Huneker
",Short Story Collection,,1902,713,0
Collected Works of Poe,"
Edgar Allan Poe
",Short Story Collection,213,,"20,564",0
The Adventures of Sherlock Holmes,"
Arthur Conan Doyle
",Short Story Collection,236,1892,"558,521",4.4
Boyhood in Norway,"
Hjalmar Hjorth Boysen
",Short Story Collection,,,695,0
The House of Cobwebs,"
George Gissing
",Short Story Collection,279,1906,697,5
John Keble's Parishes,"
Charlotte Mary Yonge
",Short Story Collection,,1898,700,0
Canadian Wild Flowers,"
Helen M. Johnson
",Short Story Collection,185,,702,0
The Arabian Nights Entertainments,,Short Story Collection,1201,1890,"43,760",5
"The $30,000 Bequest","
Mark Twain
",Short Story Collection,510,1906,"192,261",3.5
The Return of Sherlock Holmes,"
Arthur Conan Doyle
",Short Story Collection,269,1904,"49,175",4.8571428571429
The Almost Perfect Murder,"
Hulbert Footner
",Short Story Collection,631,1937,"33,024",5
Collected Works of Poe,"
Edgar Allan Poe
",Short Story Collection,224,,"30,699",0
After Dark,"
Wilkie Collins
",Short Story Collection,330,1856,"19,922",3.6666666666667
Tales of the Malayan Coast,"
Rounsevelle Wildman
",Short Story Collection,,1899,693,0
Tales for Young and Old,,Short Story Collection,,,692,0
Smaïn; and Safti's Summer Day,"
Robert Smythe Hichens
",Short Story Collection,,1905,718,0
Bliss,"
Katherine Mansfield
",Short Story Collection,180,1920,"24,007",5
Tuhannen ja yhden yön tarinoita III,"
Anonymous
",Short Story Collection,0,1920,714,0
Stories of the Saints by Candle-Light,"
Vera C. Barclay
",Short Story Collection,,1922,710,0
More Russian Picture Tales,"
Valery Carrick
",Short Story Collection,,1914,705,0
The Raven / The Masque of the Red Death / The Cask of Amontillado,"
Edgar Allan Poe
",Short Story Collection,25,,"25,364",5
Collected Works of Poe,"
Edgar Allan Poe
",Short Story Collection,207,,"93,692",5
Villa Rubein and Other Stories,"
John Galsworthy
",Short Story Collection,,1900,704,0
Collected Works of Poe,"
Edgar Allan Poe
",Short Story Collection,195,,"21,232",4
Collected Works of Poe,"
Edgar Allan Poe
",Short Story Collection,226,,"20,380",0
Masterpieces of Mystery In Four Volumes,,Short Story Collection,185,1920,"19,315",3
Kertomuksia historiasta lapsille ja nuorisolle,,Short Story Collection,,1881,714,0
"Tales of the Caravan, Inn, and Palace","
Wilhelm Hauff
",Short Story Collection,,1881,701,0
The Kitchen Cat,"
Amy Walton
",Short Story Collection,,,696,0
The Song of the Blood-Red Flower,"
Johannes Linnankoski
",Short Story Collection,,1920,714,0
"The Nest, The White Pagoda, The Suicide, A Forsaken Temple, Miss Jones and The Masterpiece","
Anne Douglas Sedgwick
",Short Story Collection,,1912,694,0
The Two Mittens and the Little Play Mittens,"
Aunt Fanny
",Short Story Collection,,1862,698,0
"Noites de insomnia, offerecidas a quem não póde dormir. Nº2","
Camilo Castelo Branco
",Short Story Collection,85,1874,711,0
